step,objective,num_branches
0,0.6342228620173028,3
1,0.7213043914530135,3
2,0.7751115598924887,3
3,0.8000656927997598,3
4,0.844955348547914,3
5,0.8844734823278312,3
6,0.8998010570920206,3
7,0.9089816943598293,3
8,0.9145211921274335,3
9,0.9126825873501573,3
10,0.9132284807972852,3
11,0.9187922136546547,3
12,0.9210086194283802,3
13,0.9240212799181212,3
14,0.9267315248532672,3
15,0.9332928913787288,3
16,0.9338106930234182,3
17,0.9323509691723295,3
18,0.9332234518709261,3
19,0.9332053824935782,3
20,0.9334046569068777,3
21,0.9347634908052406,3
22,0.9398686805837151,3
23,0.9406116612531448,3
24,0.9418295052940555,3
25,0.9428246486207608,3
26,0.9443375309641737,3
27,0.9451561211338255,3
28,0.9474542188522407,3
29,0.9482671289225353,3
30,0.9487022213308998,3
31,0.9508644752039527,3
32,0.9508286119736211,3
33,0.9513624675958601,3
34,0.95193164550787,3
35,0.952001243110848,3
36,0.9523072989512007,3
37,0.9526643169876584,3
38,0.9526712704796162,3
39,0.9532614161467781,3
40,0.9532542817399913,3
41,0.9529188048899734,3
42,0.9531773601840011,3
43,0.953382276396731,3
44,0.9535757649395978,3
45,0.9543588510252965,3
46,0.954525809293562,3
47,0.9544606376049399,3
48,0.9544725974342878,3
49,0.9547503687214688,3
50,0.9551150562063773,3
51,0.9556735041133825,3
52,0.9556310169184146,3
53,0.9555906313673028,3
54,0.9555296533377587,3
55,0.9557484075820101,3
56,0.956085864812588,3
57,0.956097661785818,3
58,0.9559406051123073,3
59,0.9558446538608297,3
60,0.9557567002372152,3
61,0.9557871290900958,3
62,0.955630514224961,3
63,0.9557982748384358,3
64,0.9557664980143906,3
65,0.9557951937484217,3
66,0.9560037997512506,3
67,0.9561669589580244,3
68,0.9562578095959283,3
69,0.9562412642059309,3
70,0.9562280151562355,4
71,0.9561373199643382,5
72,0.9560331584494908,6
73,0.9560549670430055,7
74,0.9560069319402825,8
75,0.9561456871668118,8
76,0.9565494783509203,8
77,0.9566105043696881,8
78,0.9563260568951902,8
79,0.9564268709022012,8
80,0.9566183902555907,8
81,0.9563636263275679,8
82,0.9563132022751166,8
83,0.9569005828071656,8
84,0.9571451422848537,8
85,0.9570413420216404,8
86,0.9571551998697673,8
87,0.9569644846520328,8
88,0.9570685876224515,8
89,0.9574169953840825,8
90,0.9573767817432626,8
91,0.9573502013546762,8
92,0.957150239049197,8
93,0.9573817712863014,8
94,0.9573306901262946,8
95,0.957431089623768,8
96,0.9574644181829243,8
97,0.9573310919218817,8
98,0.9574461030392575,8
99,0.9573363433792762,8
100,0.9573639507146966,8
101,0.9573791773473986,8
102,0.9572617997499658,8
103,0.9573798416868963,8
104,0.9573567572366691,8
105,0.9573619077655527,8
106,0.9574863187055488,8
107,0.9576222412021191,8
108,0.9575606704644707,8
109,0.9576440687123745,8
110,0.9576876622395091,8
111,0.9575757045374695,8
112,0.9576057795654491,8
113,0.9575750180224516,8
114,0.9576753138068965,8
115,0.9577060858097263,8
116,0.9578519779402628,8
117,0.9577941238779524,8
118,0.9578010678277891,8
119,0.9578062663989806,8
120,0.9579901837384205,8
121,0.9579439418475252,8
122,0.9578405602439028,8
123,0.9577594698816301,8
124,0.9576729477903728,8
125,0.9577635619299012,8
126,0.9578416932835886,8
127,0.957885876718722,8
128,0.9578355303721183,8
129,0.957834795675961,8
130,0.9579629242045218,8
131,0.9579214932874174,8
132,0.9578190987658399,8
133,0.9578573770849209,8
134,0.9578408861121213,8
135,0.9578828629041857,8
136,0.9579337854165201,8
137,0.9580730499243573,8
138,0.9580979484634494,8
139,0.9580811551886556,8
140,0.9581879533470807,8
141,0.958184232903933,8
142,0.9582031605845228,8
143,0.9582584221705238,8
144,0.9581988741300398,8
145,0.9582140568667484,8
146,0.9581960376113201,8
147,0.9581323210192674,8
148,0.9580358400231705,8
149,0.9580649985402248,8
150,0.9580759592561728,8
151,0.9581360408125728,8
152,0.9581518445230994,8
153,0.9581290927268895,8
154,0.9580590011939568,8
155,0.9580181793303352,8
156,0.9581662762203945,8
157,0.9581770053886385,8
158,0.9581960243026535,8
159,0.9582002144136154,8
160,0.958189687642144,8
161,0.9582504538421409,8
162,0.9581811945874168,8
163,0.9581672999719048,8
164,0.9581904827249688,8
165,0.9581405377578299,8
166,0.9582429326404253,8
167,0.9582414125046662,8
168,0.9582528400023784,8
169,0.9583071377896565,8
170,0.958231855751514,8
171,0.9583592719735011,8
172,0.9583332803842921,8
173,0.9583109587707058,8
174,0.9583307717270257,8
175,0.9582965598529578,8
176,0.9582870676330892,8
177,0.9583464972153282,8
178,0.9583128523620977,8
179,0.9583005351818474,8
180,0.9583390499200786,8
181,0.9583993707044939,8
182,0.9583895012495466,8
183,0.9584225051157886,8
184,0.9584401727239215,8
185,0.9584738543134674,8
186,0.9584751479057221,8
187,0.9584097843542428,8
188,0.9584524412224138,8
189,0.9584519750473948,8
190,0.9584590650209401,8
191,0.9584749574961634,8
192,0.9584542760874761,8
193,0.9584869728976578,8
194,0.9584825232966996,8
195,0.9585125833251604,8
196,0.9585102456886071,8
197,0.9585465163900558,8
198,0.9585167570964829,8
199,0.9585021352733981,8
200,0.9585252331416384,8
201,0.9585574513479913,8
202,0.9585579921599144,8
203,0.9585606040722083,8
204,0.9585952578841802,8
205,0.9586098840184836,8
206,0.9585978048396019,8
207,0.9585814074381366,8
208,0.9585812602348118,8
209,0.9586038682808928,8
210,0.9586401227889875,8
211,0.9586074270290675,8
212,0.9585787483550331,8
213,0.9585308051785224,8
214,0.9585670065685146,8
215,0.9585548771994173,8
216,0.9585782391950604,8
217,0.9585411204004746,8
218,0.9585341046080831,8
219,0.9585208801010837,8
220,0.9584915643243308,8
221,0.9584950123291266,8
222,0.9585070493944842,8
223,0.9585356098915372,8
224,0.958519875836817,8
225,0.9585669705834697,8
226,0.9585608631184749,8
227,0.9585743617118941,8
228,0.9585413011520173,8
229,0.9585908221195228,8
230,0.9585963406148846,8
231,0.9585906518493277,8
232,0.9586136923047326,8
233,0.9585870299486902,8
234,0.9586064961554837,8
235,0.9585648298651472,8
236,0.9585787257899453,8
237,0.958560962350927,8
238,0.9585616093027054,8
239,0.9586339593926979,8
240,0.9586106865331878,8
241,0.9585923925770427,8
242,0.9586061525329417,8
243,0.9585866319852846,8
244,0.9585545717143571,8
245,0.9585363547760413,8
246,0.9585621822525263,8
247,0.9585659578119637,8
248,0.9585499709108166,8
249,0.9585466225748768,8
250,0.9585635833764065,8
251,0.9585728582378539,8
252,0.9585789966731557,8
253,0.9585561620591545,8
254,0.9585736660087458,8
255,0.9586024292875261,8
256,0.9586127940587947,8
257,0.9586621440159672,8
258,0.9586684188477236,8
259,0.9586631941673089,8
260,0.9586865278474689,8
261,0.958693498607634,8
262,0.9586797722343575,8
263,0.9586742271897847,8
264,0.9586929971187096,8
265,0.958682588615809,8
266,0.9586536646339834,8
267,0.9586641190441332,8
268,0.9586900102272612,8
269,0.9586781962184877,8
270,0.9586522691906648,8
271,0.9586375006543468,8
272,0.958632013975021,8
273,0.9586759666410176,8
274,0.9586814156626611,8
275,0.9586945487637684,8
276,0.9587073210230603,8
277,0.9586802731762943,8
278,0.9586937426496651,8
279,0.9586806350587787,8
280,0.9586905863245979,8
281,0.9586988809376588,8
282,0.9587354402641692,8
283,0.9587239008487608,8
284,0.9587591901469266,8
285,0.9587552721173299,8
286,0.958754532379477,8
287,0.9587537526629947,8
288,0.9587242514001012,8
289,0.9587238908059689,8
290,0.9587077670918187,8
291,0.9586969610260676,8
292,0.9586819679113182,8
293,0.9586950437488733,8
294,0.9586991101934006,8
295,0.958720681834887,8
296,0.9587210744722544,8
297,0.9587544567490914,8
298,0.9587541678693787,8
299,0.9587627967079733,8
300,0.9587493044653741,8
301,0.9587475622961631,8
302,0.9587649117071049,8
303,0.9587834508793373,8
304,0.958801353577534,8
305,0.9588086448663053,8
306,0.9587784379507235,8
307,0.9587717731361345,8
308,0.9587885914474504,8
309,0.9588320282032152,8
310,0.9588181656542696,8
311,0.95879777225285,8
312,0.9587956439333819,8
313,0.9587670348305657,8
314,0.958791844255566,8
315,0.9588013293506207,8
316,0.9588002406059035,8
317,0.9587903497084714,8
318,0.9587886794737688,8
319,0.9588304973586738,8
320,0.9588215948159564,8
321,0.9588267294039544,8
322,0.958842385714842,8
323,0.9588318264104307,8
324,0.9588072125192848,8
325,0.9588117265026073,8
326,0.9588015409272546,8
327,0.958787785100107,8
328,0.9587792033980966,8
329,0.9587820627363066,8
330,0.9587867681406337,8
331,0.9587896740303062,8
332,0.9587957812261504,8
333,0.9587849010617416,8
334,0.9587992552190302,8
335,0.9588134287613201,8
336,0.9588207213396447,8
337,0.9588184853057568,8
338,0.9588201579396648,8
339,0.9588144125258898,8
340,0.9588005079090294,8
341,0.9587830455255769,8
342,0.9587652024255892,8
343,0.9587807658835652,8
344,0.9587931570718468,8
345,0.9587840034747835,8
346,0.9587912413280046,8
347,0.9587933715608923,8
348,0.9588182359460424,8
349,0.9588212826575785,8
350,0.958822250820465,8
351,0.958813017160178,8
352,0.9588418195939213,8
353,0.9588331530336904,8
354,0.9588342761131146,8
355,0.9588402069471497,8
356,0.9588258718709659,8
357,0.9588295105106432,8
358,0.9588251171482983,8
359,0.9588347232518303,8
360,0.9588332732658147,8
361,0.9588345709364701,8
362,0.9588395149439481,8
363,0.958843386849948,8
364,0.9588517794907206,8
365,0.958840091501913,8
366,0.9588374761624382,8
367,0.9588500770418998,8
368,0.9588385559858621,8
369,0.9588609521812509,8
370,0.9588783108643811,8
371,0.9588723096365234,8
372,0.9588682798999195,8
373,0.9588712685814545,8
374,0.9588716596455549,8
375,0.9588600173789409,8
376,0.9588489800627068,8
377,0.9588521283634475,8
378,0.9588564066453823,8
379,0.9588460220838361,8
380,0.9588490069494199,8
381,0.9588414651086754,8
382,0.9588379426969632,8
383,0.9588405753945515,8
384,0.9588399548118807,8
385,0.9588328042052003,8
386,0.9588463463923419,8
387,0.9588486043447834,8
388,0.9588436143886194,8
389,0.9588634140512661,8
390,0.9588657158968026,8
391,0.9588844880956977,8
392,0.9588857240696441,8
393,0.958870867374475,8
394,0.9588810571434806,8
395,0.9588836778081321,8
396,0.9588672338179014,8
397,0.9588638760285086,8
398,0.9588515871992441,8
399,0.9588386051912338,8
400,0.9588326808505274,8
401,0.9588216163819101,8
402,0.9588177326539323,8
403,0.9588190174966967,8
404,0.9588126644626365,8
405,0.9588245827391777,8
406,0.9588149872407666,8
407,0.9588379972436775,8
408,0.9588380491759491,8
409,0.9588543935641192,8
410,0.9588569932513029,8
411,0.9588648581918822,8
412,0.9588500864957977,8
413,0.9588491833279424,8
414,0.9588512807518945,8
415,0.9588753812225322,8
416,0.9588837222291812,8
417,0.9588671822413442,8
418,0.9588591949386712,8
419,0.9588667999867,8
420,0.9588673053313379,8
421,0.9588730713878542,8
422,0.9588694378529464,8
423,0.9588668840307737,8
424,0.9588693927444566,8
425,0.9588671370249668,8
426,0.9588644140124917,8
427,0.958863652209731,8
428,0.9588468781638468,8
429,0.9588401964357454,8
430,0.9588395961911855,8
431,0.9588384717040273,8
432,0.9588530475831049,8
433,0.9588537572306222,8
434,0.9588555797614896,8
435,0.9588683788233991,8
436,0.958869939840208,8
437,0.9588717722996424,8
438,0.958864507176765,8
439,0.9588655350468173,8
440,0.9588746551921119,8
441,0.958859162433857,8
442,0.9588701424111786,8
443,0.958857929355235,8
444,0.958860421498912,8
445,0.958866878126491,8
446,0.9588822180737122,8
447,0.9588683569968749,8
448,0.9588800178700502,8
449,0.9588904128406565,8
450,0.9588831604388747,8
451,0.9588777234908142,8
452,0.9588662616496322,8
453,0.9588675774197255,8
454,0.9588587547215931,8
455,0.9588610599613673,8
456,0.9588620181533364,8
457,0.9588690179664882,8
458,0.958874462868276,8
459,0.9588803369256065,8
460,0.9588822341441589,8
461,0.9588910803197203,8
462,0.9588803979449294,8
463,0.9588711815686595,8
464,0.9588606725381221,8
465,0.9588534339998213,8
466,0.958867970196661,8
467,0.9588758140715254,8
468,0.9588806612111908,8
469,0.9588734613529056,8
470,0.9588859730864225,8
471,0.9588925030387462,8
472,0.9588824654379537,8
473,0.9588938032806686,8
474,0.9588996008176951,8
475,0.9588973109329618,8
476,0.9588975278831654,8
477,0.9588978147535865,8
478,0.9588999094489751,8
479,0.9589030919474145,8
480,0.9588897495863226,8
481,0.9588920746816076,8
482,0.9588865224460398,8
483,0.9588882162915275,8
484,0.9588813642673701,8
485,0.9588842520438425,8
486,0.9588808893662556,8
487,0.9588878297739534,8
488,0.9588903410094948,8
489,0.9588810527886031,8
490,0.958866263000309,8
491,0.9588781046480813,8
492,0.958875678907623,8
493,0.9588797520256791,8
494,0.9588873763257169,8
495,0.9588875054093663,8
496,0.9588804636285515,8
497,0.9588746178529446,8
498,0.9588796467555278,8
499,0.9588762536510093,8
500,0.958879354770841,8
501,0.9588736240509663,8
502,0.9588835199256067,8
503,0.9588856654407107,8
504,0.9588873392656463,8
505,0.9588856017141866,8
506,0.9588877401034595,8
507,0.9588769966701716,8
508,0.9588753073921291,8
509,0.958877313349301,8
510,0.9588812821785541,8
511,0.9588824944488066,8
512,0.958879358861713,8
513,0.9588782099042022,8
514,0.958887520241961,8
515,0.9588906955741802,8
516,0.958900833375757,8
517,0.9589012984169014,8
518,0.9589013989355463,8
519,0.9588913761274639,8
520,0.9589000135571025,8
521,0.9589035175164354,8
522,0.9589046668766646,8
523,0.958903652430887,8
524,0.9589049570026742,8
525,0.9589059577805327,8
526,0.9589036101490718,8
527,0.9588943013039204,8
528,0.9589151334104177,8
529,0.9589149155017613,8
530,0.9589137563626766,8
531,0.9589106175949782,8
532,0.9589090219579453,8
533,0.9589031205824701,8
534,0.9589130453684263,8
535,0.9589090286496071,8
536,0.9589196244869033,8
537,0.9589096282680485,8
538,0.9589010159172467,8
539,0.9589005233545634,8
540,0.9588931513313268,8
541,0.9589156238851291,8
542,0.9589202169740582,8
543,0.9589138595348436,8
544,0.9589096226990624,8
545,0.9589178254089887,8
546,0.9589190751594385,8
547,0.9589113125458624,8
548,0.9589153406311011,8
549,0.958929300759949,8
550,0.9589377615425901,8
551,0.9589354749494571,8
552,0.9589329895110054,8
553,0.9589385618503125,8
554,0.958936482885932,8
555,0.9589249513291886,8
556,0.9589241534254461,8
557,0.9589213173072093,8
558,0.9589149931651811,8
559,0.9589218883434845,8
560,0.9589202464605181,8
561,0.9589223464283205,8
562,0.9589250657839502,8
563,0.9589136581022489,8
564,0.9589135483161745,8
565,0.958912998782518,8
566,0.9589122205124243,8
567,0.9589178332164316,8
568,0.9589200777549848,8
569,0.9589191621074996,8
570,0.958913367839262,8
571,0.9589068066037872,8
572,0.9589052648607811,8
573,0.95891848742581,8
574,0.9589165278497567,8
575,0.9589198971120024,8
576,0.9589124653381946,8
577,0.9589225314533953,8
578,0.9589140843938926,8
579,0.9589230668946314,8
580,0.9589304958568642,8
581,0.9589313682582681,8
582,0.9589239025046922,8
583,0.9589121298131232,8
584,0.9589156687348233,8
585,0.9589178741143677,8
586,0.9589177541871028,8
587,0.9589294850508271,8
588,0.9589307793596323,8
589,0.9589301725112701,8
590,0.9589315288650806,8
591,0.9589378381746919,8
592,0.9589407187021111,8
593,0.9589440288264705,8
594,0.958940787141299,8
595,0.9589438538568515,8
596,0.9589390812068035,8
597,0.9589329848688491,8
598,0.95894724885388,8
599,0.9589522745902483,8
